,file,size(byte),size(B),size(MB),size(GB),atime,mtime,ctime
792,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\entry_2.png,425,53.1,6.64,0.83,2022-08-26 18:50:31,2022-08-19 22:06:31,2022-08-19 22:06:31
793,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\gui.py,4706,588.2,73.53,9.191,2022-08-26 19:38:52,2022-08-19 22:06:31,2022-08-19 22:06:31
794,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_1.lfbp,0,0.0,0.0,0.0,2022-08-15 14:07:57,2022-08-15 14:07:57,2022-08-15 14:07:57
795,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_2.lfbp,0,0.0,0.0,0.0,2022-08-15 14:08:18,2022-08-15 14:08:18,2022-08-15 14:08:18
796,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_3.lfbp,3,0.4,0.05,0.006,2022-08-26 18:50:32,2022-08-15 14:08:33,2022-08-15 14:08:33
797,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_4.lfbp,3,0.4,0.05,0.006,2022-08-26 18:50:32,2022-08-15 14:09:19,2022-08-15 14:09:19
798,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_5.lfbp,3,0.4,0.05,0.006,2022-08-26 18:50:32,2022-08-15 14:09:53,2022-08-15 14:09:53
799,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_6.lfbp,9,1.1,0.14,0.018,2022-08-26 18:50:32,2022-08-15 17:03:20,2022-08-15 17:03:20
800,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_7.lfbp,9,1.1,0.14,0.018,2022-08-26 18:50:32,2022-08-15 17:03:49,2022-08-15 17:03:49
801,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\process_1_2022-08-15_8.lfbp,2080,260.0,32.5,4.062,2022-08-26 18:50:32,2022-08-15 17:04:34,2022-08-15 17:04:34
802,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\python2csharp.cs,614,76.8,9.59,1.199,2022-08-26 18:50:32,2022-08-20 02:15:36,2022-08-20 02:15:36
803,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\routine_execution_script_2022-08-19_27.py,315,39.4,4.92,0.615,2022-08-26 18:50:32,2022-08-19 20:02:36,2022-08-19 20:02:36
804,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\side_src\lfb_lib_test_1.py,2443,305.4,38.17,4.771,2022-08-26 18:50:32,2022-07-31 20:21:07,2022-07-31 20:21:54
805,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\side_src\lfb_profile_test_run.py,3776,472.0,59.0,7.375,2022-08-26 18:50:32,2022-08-15 15:50:22,2022-08-05 23:02:18
806,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\side_src\load_disk_to_mem_CD.py,7977,997.1,124.64,15.58,2022-08-26 18:50:32,2022-07-31 01:16:33,2022-07-29 20:55:33
807,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\side_src\load_disk_to_mem_EF.py,7977,997.1,124.64,15.58,2022-08-26 18:50:32,2022-07-31 01:05:40,2022-07-31 00:15:03
808,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\test.py,164,20.5,2.56,0.32,2022-08-27 01:17:14,2022-08-26 19:13:49,2022-08-26 19:04:37
809,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\__pycache__\lfb_lib.cpython-310.pyc,27694,3461.8,432.72,54.09,2022-08-30 01:41:39,2022-08-19 19:44:17,2022-08-19 19:44:17
